review_id,star_rating,helpful_votes,total_votes,vine,verified_purchase
R3TBV8JQA8HNXD,5,41,45,N,Y
R2R2IMIJEXEA3E,2,291,331,N,N
R18N9FM3SPKRCY,1,17,21,N,N
RAITOFW8NB05Y,4,29,36,N,N
R1DQFHEV74FLG7,2,21,24,N,N
R3MP5FQEBHLC8O,5,20,24,N,Y
R2A67HR1PKGY3N,5,59,59,N,N
R1AMUN161JQ9K0,2,24,34,N,Y
R1RYGY3000X7OK,1,73,85,N,N
R3AA0G4K2MNEY,3,54,63,N,N
R3SV2893B385H2,1,28,38,N,N
R215QPBCEKY5Q0,3,19,21,N,N
R3V90G14SBKJ93,1,29,36,N,N
R3AU92VDM2N5KN,2,23,30,N,Y
R122LEG4U6C693,3,84,87,N,Y
R2B3UMXM4NOAUO,5,91,94,N,Y
R1171Z80K3JMTK,1,37,45,N,N
R2KIH6QIL64KRY,1,237,272,N,N
R1GONPFDFOTCC9,1,45,52,N,Y
RID7PDCY65IJS,2,21,25,N,Y
R1MWZFONKLMTXG,5,24,26,N,Y
R3D92ZTJ0LTSW2,1,33,39,N,N
R3LXSJE7P8RHWZ,1,22,28,N,N
R5RNY4ZMK5BKS,1,36,42,N,N
R3U0RDYCXRMX5N,1,35,41,N,N
R32DH8JUFER38E,4,46,54,N,Y
RMBABZ5KLOPPI,1,95,118,N,N
R1EW94DEF7Q2K8,2,334,381,N,N
RGPGVXVFDQ30Y,5,96,102,N,N
R1OW2AVTRX80L6,3,64,67,N,Y
R36TTFEK0IHW2X,2,28,34,N,N
R1Y7S27LR37PRQ,5,39,39,N,N
R28MZZQTSUDZ2H,4,31,33,N,Y
RR2VDJLW858HG,4,16,25,N,N
RSYE3LI47EO0K,4,19,26,N,N
R3OMKH60MR04NP,2,17,23,N,N
R275Y2W0MRVCRY,1,16,22,N,N
R1TBU39W7MW5BR,1,16,26,N,N
R1LYRLYG4K6LRN,1,13,22,N,Y
R7APGPF0APL2W,1,15,23,N,Y
R32ZM2UD7N2NBI,1,12,21,N,Y
R28DCA54IHKLQH,1,16,24,N,N
RONSE2NSZPGH6,2,17,24,N,Y
R1JEMKMJSGGRGO,1,14,25,N,N
RCYSG4WAS59W,3,25,39,N,N
R33VNMOBCKY0EB,1,19,28,N,N
R23GO40K2L9C19,1,18,31,N,N
R1X5BQ2GPQ83Y3,1,16,23,N,N
R1UPMF3HG7AKUX,1,12,21,N,N
R3858Y845YE13X,1,15,23,N,N
R26MVC0FH75XH9,2,16,21,N,N
RCJ785REJ5OKR,2,53,65,N,N
R3SFFLNPFE7OJ7,2,18,22,N,N
R2H5KT0UMWP2DS,1,13,23,N,N
R1Z3JHDCDEOUQL,1,14,27,N,N
R1005PFAPGMYQS,2,157,197,N,N
R19D1WJHEJIZLD,5,25,28,N,Y
R2V740P6MXL8BQ,1,26,36,N,N
R2KWZJP8DLT8KS,2,30,43,N,Y
R1YW97DW2UBAQJ,5,24,28,N,Y
R3PQQYJWDMDXRC,1,21,38,N,N
R1P61TVJDXJOY,1,40,53,N,N
R270EGP40OQBHS,1,19,23,N,N
RF2Q4WGWZY9VB,4,23,27,N,N
R1761LEOIF7RMV,1,17,23,N,N
R3LA9GRILUZG5M,4,22,23,N,Y
RCOVKQSVW83C9,1,16,21,N,N
RFNF197FXJJ02,5,18,24,N,N
R38RKADU760157,1,25,30,N,Y
R2I1DYNJTW8U49,3,28,34,N,N
R2S3RTKQJLJJJ6,1,339,440,N,Y
R2D5JJRO3CBMW7,1,17,23,N,N
R2QG5SWLHC3ASQ,2,19,21,N,N
RSF35YCWB0CRV,5,26,28,N,N
R1ZPZIKN37NNG2,1,18,24,N,N
R1L26K1F87SX50,1,17,33,N,N
R8GQHSHVC81OG,1,19,25,N,N
R2VGUI1JKEV7GD,5,24,26,N,N
R2FQQ9L46S9MRK,1,80,100,N,Y
RUXXL4DWKI5II,1,22,28,N,Y
R39WB3V1Y71R2A,4,163,168,N,Y
RXXQ9ALTNGFJK,1,14,28,N,Y
R1XDMF3PTQ2HP9,1,13,21,N,N
R3E55YL81WNK7I,1,17,24,N,N
R2ABIOHO1XDKNA,1,19,24,N,Y
RZIA8KCRGZM49,1,21,25,N,N
R39OAMBVMW9EG2,5,21,21,N,Y
R3JPB76GCS11GJ,1,493,563,N,N
R1C3IOQJ0MJUQQ,1,18,23,N,N
R2IUZM8U29RG2P,5,37,40,N,N
R3JGFV1QZOOSBT,5,75,78,N,N
R2KTEIHTEY9PG1,1,22,38,N,N
R33N7WK9EGD5PB,1,14,23,N,Y
R1M06MKZXNIU0U,4,77,85,N,Y
R8DDEG1CQWNQ,5,28,36,N,N
R9BKJREDP6AH3,1,1129,1399,N,N
RZ3XSO8YH47TM,2,17,26,N,N
R1GDVZGVQLVB6R,1,14,25,N,N
R2G9ZXU5IPJ0H8,2,17,29,N,N
R19KCEMORQEROQ,5,58,73,N,N
RVP904R6MEPDR,1,51,64,N,N
R28MTA0HD37F0W,2,48,57,N,Y
R4XFQ9JAC1DT9,5,140,149,N,N
R6RCAA4JV015F,5,28,38,N,Y
RVCL0N3HAGUYW,1,15,23,N,N
R3060BXG9GWHCN,1,19,25,N,N
RM8R0BPQ9UXST,1,18,23,N,N
R38G8UBWHX9DVO,2,29,38,N,N
RC5NNZEAEFII9,2,46,61,N,N
RD91MQVK9HH9Y,1,16,22,N,N
R2P1REX1YY3FYY,1,26,36,N,N
R2OKNANCAUXLEI,1,14,26,N,N
R38A34779MJP03,1,24,32,N,Y
R2ZO7BJWZ889BH,4,182,191,N,N
R14B0IQ0GVXK4C,2,52,68,N,N
R1VMPT2P0QR5NR,1,32,43,N,Y
R2YNT649YBRVID,2,20,25,N,N
R5K92OUZ67XI1,4,18,21,N,Y
R3W563UMNGHWVD,2,38,50,N,Y
R37218S4Q1P8GD,3,32,44,N,N
R3LKMOUE8W9XAI,1,24,32,N,N
R2JIYQBEKO3ML6,5,25,29,N,N
R20AYJRWHHM5DN,5,35,39,N,Y
RW8O1VVYPIGL1,2,21,28,N,N
R1R1AXA4BA27WF,1,26,36,N,N
RU2EKALNEC05K,1,45,61,N,Y
R33RM5D78P1J2U,1,63,83,N,N
R2HXHJGDLVJO7J,2,38,49,N,N
R2PLU6HYT3GAZB,1,30,41,N,N
R141MKU5EE5O16,2,15,21,N,N
RN2ICHNFPNL6I,1,15,21,N,N
R3VI17809QXP7H,3,30,41,N,N
R3KBC2AGX250KM,1,18,25,N,Y
R2KUYMD4S9092C,1,30,40,N,N
RDJVG00YGEFAC,1,24,32,N,Y
R36F7HQ9KXG7R1,1,31,43,N,N
R2TL9BSRPE51S4,1,20,28,N,Y
R19IPP677J5E62,5,48,50,N,Y
R2RIR53VEQGHD5,1,20,24,N,Y
RUTU7LSGP4WGL,1,20,28,N,N
RLE4EIYM2U6HQ,1,22,36,N,N
R1WVNIJZH7OXCD,2,18,23,N,N
R31J56Y8XHK29L,1,111,120,N,N
R3EDFDTIC5DAJH,2,20,25,N,Y
R3PK8HH1PX52W5,1,12,24,N,N
R27YRQZVVQ6MPL,1,16,23,N,N
RFN5H5IOEZHL1,1,16,23,N,N
RDANFQ0GQD8M5,2,13,21,N,N
RQ5GOBVU9SV9G,1,14,26,N,N
R22GPU9YL8UUDJ,3,93,112,N,N
RRVVCADUK8JKA,1,16,23,N,N
R3PGPOUT3PJNBL,1,12,21,N,N
R18MB4BKB4UUBA,1,16,29,N,N
R2NIVGL14KYECJ,1,15,24,N,N
R3HKDAVVVYJ5OY,1,17,24,N,N
R15D1T9GNONTD5,1,18,35,N,N
RNT9UYKF0UYMC,1,13,22,N,Y
R2TIIOJD9PHN66,1,18,21,N,N
R15DRB9G56DGJ4,5,61,66,N,N
R1NX5CXY37GXKJ,1,12,22,N,Y
RS9JT5MA1ZY78,1,85,104,N,Y
R1QNF5MV6KHL8Y,2,21,27,N,N
R3MPZV08PIBCQK,3,79,90,N,N
R2D8ZVBU5M87XQ,2,79,84,N,Y
R21RSU30OAIRA9,1,16,22,N,N
R3LU66ESQPGM3Z,5,70,75,N,Y
R16V7AW11J0DPD,5,36,40,N,N
R2PQYIR8CRZRIB,4,28,34,N,Y
R24X8RM5Z1JXCE,5,30,41,N,N
R24LOE74HWYW72,1,14,21,N,N
R1RNW9I6ZJRUQ7,4,37,41,N,Y
R1VO7BV37R85DE,5,35,36,N,N
R2E8ZFKTVT2T16,1,11,21,N,N
R2AZZSHPLIWZUK,1,22,30,N,Y
R18YMLWPJ8YWZC,1,18,21,N,Y
R1RJ56G5BVXM1M,1,15,21,N,N
R8VZBIJTUFAE7,1,42,54,N,N
R18HDSSYJMLQNL,5,33,40,N,Y
R36S4JQIEH0DVQ,5,120,135,N,N
R1BRRGDLZW3URZ,1,11,21,N,N
R38EL8FS8K18V5,1,16,27,N,N
R1PULO36JRM1PL,2,44,57,N,N
R2FJS6MUT35DEP,1,22,30,N,N
R30IJ3RCCTPJA4,1,30,40,N,N
R3MQZL3IQ9P13O,1,28,36,N,N
R3SIG6K0XURV98,1,15,21,N,N
R16JEDUITLMUY3,1,34,47,N,N
R4URN3VDT789A,1,19,26,N,N
RQ07KCGVQAI59,1,58,77,N,Y
R20J4LG4MTETD7,1,18,25,N,N
R2Y3JJL47KGU3Q,1,34,45,N,N
R1XCOCIN64YF34,5,21,25,N,Y
R3IFE2R1BWUFK5,1,18,25,N,Y
RLU5CDS9RJPPK,1,13,23,N,N
R3R9ODL7O4G9T3,1,16,22,N,N
RYKHALPCHK6TO,1,12,21,N,N
R38EVQYR61ZLSE,5,46,64,N,N
R38G52BXT1K8RW,1,33,44,N,N
R3ARM620KMRQ68,1,14,21,N,N
RFR4S12CJOI4H,1,16,22,N,N
R3FTIS17SVC987,2,16,21,N,Y
RM9OEI63HF50S,1,17,27,N,Y
R31K7N0H9MIE9D,1,16,22,N,N
RC0AI4ZXKDZ5L,1,20,27,N,Y
R1DCAZTEXCHQ6K,1,15,24,N,N
R2YCPFRALNWPKJ,1,42,58,N,N
R1UFDCNLMHLPZ1,1,50,68,N,N
R1TWDQPSJ67URD,2,33,43,N,N
R1F7OVO3QFA4Y8,1,22,30,N,N
RRF8EOFPBQOYH,1,28,37,N,N
R2XV6L7GNVU726,1,30,41,N,N
R1T47KAQK4B8DF,1,65,85,N,N
R1YX8NDWZJA9GX,1,30,41,N,N
R3PAC08BRH2MSZ,1,22,30,N,N
RQYWHTST34ZJL,1,20,27,N,N
R9GOFH8NVWGPI,1,44,58,N,Y
R2GSZSPATPJHKF,1,22,29,N,Y
R383VIDIV2CMR5,1,23,31,N,N
R2OFL0677OXQB3,1,27,36,N,N
RPHT50CCFYNQC,4,32,43,N,N
R3RLQAYJY49B2F,1,22,29,N,N
R2N0T5YBA1KSBM,2,21,28,N,N
R3TRG7TXMC8V66,1,22,29,N,N
R2R2MRD8RTZ0GW,1,20,27,N,N
R5RG0LO8EDH51,5,22,23,N,N
R3EXNQENDZOL2Q,1,23,31,N,N
R1MKF5JBI6LIHT,4,23,23,N,N
R3Q02G00JT0HWK,1,34,45,N,Y
RN2QHHXEYSBGC,1,85,113,N,N
R31VZDX6K02QTW,1,22,29,N,N
R39YBDT6H2NX71,1,28,36,N,N
RX7106SX9J0NK,1,28,33,N,Y
R3B4M84S0AJT4A,2,22,29,N,Y
R3K40O5I5LS0K2,1,30,39,N,N
R3ENM2PHCX899V,1,22,30,N,Y
R2Q2047HKSW1H1,5,22,23,N,Y
R26QEXHC1UJ8CC,1,38,49,N,N
R2A040T35JOPSF,2,50,65,N,N
RYRQDYM9OIZ4L,2,21,26,N,N
R25TLOVVXRMTDI,1,35,46,N,N
R1XS02OBKKJLSH,1,23,31,N,N
R39SAFRORIPTW4,1,33,44,N,N
R2K18ZHLBG5UZH,3,33,42,N,N
R1KHP5EJGRNJL1,2,65,85,N,N
R25Q46I94MBH95,1,44,59,N,Y
R23RND601W2PA6,2,18,23,N,Y
R1V99L4N58FSAP,1,77,101,N,Y
R11V7XVVAB49GT,1,47,59,N,N
R1U04HUL2BXS8L,1,17,25,N,N
R3AVJ82YIX5FFJ,1,15,21,N,N
RW9FF64UNR6DV,1,39,50,N,N
R2BIFUVVJSOAW1,1,18,26,N,N
R1GEIJGZGB5WN4,1,16,24,N,N
R228I5GIGESUWW,1,23,32,N,N
R3OZXS6BC3WOHR,1,54,72,N,N
R2TR2XN0N2ELWQ,1,21,28,N,Y
RX4DJRE5QQ0TJ,1,23,30,N,N
RBD16970ICDNU,2,90,119,N,N
R23J8P2SXS43Y,1,39,50,N,N
R1GKI52J1W4SKL,1,470,622,N,N
R12OMYWCKHCY4U,1,34,46,N,N
R1KIP832W613QU,1,44,57,N,N
RJASO4N0PIP94,1,31,43,N,N
R3NFW2OVCBPZG3,1,17,24,N,Y
R1RGUVDUTJ3T89,1,15,26,N,N
RF6U70MTCZICQ,1,14,21,N,N
R363YFN9YPW2V9,2,651,836,N,N
RZ5XIQLN9O0F6,1,55,73,N,Y
R3M41W4817HELM,1,46,61,N,N
RPC8X50QI7WZP,2,22,28,N,N
R1AH2MVCJVZ2S4,1,21,28,N,N
R28LFPOP2128RB,1,23,34,N,N
R3NEP2FQKHMQ9L,1,20,29,N,Y
R3I02VELUONCQ8,1,12,22,N,N
RFVWL830U0NW3,1,19,29,N,N
R13ZUN0Q46JO22,1,19,28,N,N
R3VBVTWCLT78DN,1,25,38,N,N
R2C7LZ8XULC6UL,2,28,40,N,N
R195DZW6UZOJ86,1,16,24,N,N
R3RGFU4CGAGH19,1,41,61,N,N
R3MU8OEEQQQR64,1,27,40,N,N
R3AEFO4VGXA7HD,2,18,25,N,Y
R1VSISOTV5XFUH,1,13,21,N,Y
R36HKUG17O955N,1,30,45,N,N
R1KJV2OYYSLWKK,3,14,23,N,Y
R14KNGK3HSK142,1,15,24,N,N
R17EILSTDI5VGE,1,32,47,N,Y
R2QZCEGMY2DW2T,1,23,34,N,Y
R3A6MXM93LO68S,5,75,113,N,Y
R3H9QHBUBVJBWZ,1,14,22,N,N
R1HUEECF442M4I,1,14,21,N,Y
RZLGV7Y6NNQ3S,1,13,21,N,N
R3MWAE1ZL0M1RN,3,29,43,N,N
R1C8KFJMVST8AE,1,32,48,N,N
RZ4XSDUVJ6B4M,1,17,27,N,N
R28ZEOZJSMKRGJ,1,23,28,N,N
RR3BHYJWZ935P,1,29,45,N,N
RAEQCQZNP1C1P,1,48,72,N,Y
R3KFHUCJSQLWR3,1,13,21,N,N
R1IH1DEM3PJ1P3,1,14,21,N,Y
R232HE31SQ2LYD,4,13,23,N,Y
RKEGGJY5BDYS8,1,14,22,N,N
R2Q3W4WIYWCOF6,1,36,54,N,N
R2UUJ5OXKD2HXL,1,17,26,N,N
R1U6NVYP9XLGME,3,28,43,N,Y
R3OBX83GCES9AD,1,171,226,N,N
R3NE0LXNW7OERK,1,13,21,N,N
R2DHCM0JYX9GNN,1,20,31,N,Y
R1ZJMS0UBV38UA,1,19,29,N,N
R3SQ3V0JM0KNBE,1,14,21,N,Y
R134JS6ARQ4RY3,1,20,30,N,N
R3N38HCH1FHG58,1,19,28,N,N
RD13DO8LCY7EC,1,52,73,N,Y
R1ACLCDS0Q2036,1,15,24,N,N
RIBXGJ6GC38F8,1,17,28,N,N
RR9SGLH66NWRV,4,66,90,N,N
R3D1TOG9J0KF6O,1,14,22,N,N
R2L2W7IRCHB700,1,24,47,N,N
R2KVQNWOX5EOH6,1,30,45,N,N
R1I4Y0Y2HC0OK2,1,13,21,N,N
R3JGYIY1QJT8TE,1,13,21,N,N
R3BYBCFRCXCTYT,2,38,51,N,Y
R1YICXL1Q1QOX8,1,25,37,N,Y
R3BAVXISXM26KA,1,42,62,N,Y
R1X7DLY5OLPFX5,1,19,29,N,N
R1WH0M3B80JZW4,1,57,61,N,Y
RTMYSIWMS71I1,1,13,21,N,N
R9Y3VMFKJWO8D,1,20,30,N,N
RC9N7S9O85ZZS,1,18,29,N,N
R1VFYCGNEWA2BE,1,18,27,N,N
R1ZHRHFUH4AYO6,1,28,42,N,N
R2Q5ARCAQTHFYL,2,13,23,N,N
R13XIQ64GJ5X0V,1,31,42,N,Y
R2PYBUX9J9FLGW,3,16,21,N,N
R2XDDFL0KS076H,1,18,27,N,N
R1R6NTV2A1QSJW,5,17,23,N,N
RL5WVMS82PTWM,4,32,38,N,Y
R4LYTCJM8FRB1,2,24,30,N,Y
R1CS0Z0DJ7OBLW,1,12,23,N,N
R3VVV07CPTO4TC,5,21,28,N,N
R2D5TCBLOOOTGJ,4,34,42,N,N
R3VO16IG59MQGQ,2,17,25,N,N
R3OMZVTUSGG1HO,1,26,35,N,N
R1W8KKV0X4Y5I5,1,15,21,N,N
R2XXEJA7X563YL,3,20,31,N,Y
R2ZZBJ4OGOJHOM,4,22,23,N,Y
RN2121LU7KURR,2,23,31,N,N
RDC2SMJ6XHWZ1,4,131,141,N,Y
R1WTM40B4DDO39,3,44,47,N,N
R1GDBWZFLJID8R,1,14,22,N,N
RG9MI01P4V7E2,1,27,37,N,Y
R3G4I5ZXZ7CZDF,4,19,23,N,Y
R17MUQ7ZLCKB27,4,41,46,N,Y
R26EMH86UCRVH2,1,22,31,N,N
RTL2X2JDJW4JU,1,15,21,N,N
R32JEV4CCH09UK,1,18,25,N,N
R2Z0311K13ZJ9D,1,17,33,N,N
R2LRIUKTL06VI7,5,30,32,N,Y
R2Y4NED05Y5B55,1,12,21,N,N
R3C2PRSK8XDLYI,1,26,42,N,N
R37JFYHIZGOYFR,1,20,33,N,N
R1MEFFN4V45WP3,1,15,26,N,Y
R3HBH6W5A4FNHL,1,24,38,N,N
RH062S9JVOMME,1,20,32,N,N
R1W9V0GKLGHDTR,1,28,46,N,N
R37NA1R7TMW5VV,1,35,57,N,Y
R1BAZMLAATAK5E,1,14,24,N,Y
R13NZJDV93FITV,1,15,24,N,N
R2VQ4PZRNW8XZE,1,17,27,N,N
RNRULQSQTEHHD,1,26,42,N,N
R2FA8BMBQKOK9N,1,40,58,N,N
RZAUO90F79LUH,1,18,31,N,N
R23HV6ZZZ58GL5,1,17,30,N,N
R2ZA1RIQ117M2B,5,33,53,N,N
R3JSE5R57K3SUP,1,18,30,N,N
R2OBSMEA5G9XJP,1,12,22,N,N
R3B74SYFERA35Y,1,12,21,N,N
R2DQ0ESHXBOZNO,1,12,21,N,N
RRHQ3L420ADML,2,16,24,N,Y
RCS4NU4HQQ5B,1,20,32,N,N
R2NTA5BPCQEOH6,1,12,21,N,N
R3UNAKVMLHI4VS,3,341,455,N,N
RQTMSQ9XYMCUD,4,18,33,N,N
R3IU1HH3S3W3TG,1,46,72,N,N
R337EL0AOA0XNA,4,27,31,N,Y
RGZQ32F7MJVG,1,13,23,N,Y
R13WBA0KXT0C4V,1,15,24,N,N
R18OLHD9REIOSU,1,114,169,N,N
R38ADICNWNRW37,1,45,73,N,N
R3A438H2P20LYD,2,17,22,N,N
R3UWZKM0J86W35,1,17,28,N,Y
R3NDUH2HD8W60E,1,27,44,N,Y
R36N2CSMV1ISUH,1,22,36,N,Y
R3EP60YUZDNU18,1,18,29,N,N
RJ4Z9YZYUUYV5,1,26,43,N,N
R1O0Y22FS2H6TJ,1,52,82,N,N
R1LSDH0994H4P3,1,13,23,N,N
R3SG0PNBWDT72U,1,11,21,N,N
R35SW2RQ5KTR7S,1,15,25,N,Y
R1M2BNPK40HSVA,1,17,32,N,N
R1SY7KYQXESYQI,1,15,25,N,N
R2F3O2SHP2CZ1R,1,17,30,N,Y
R2WFRI3120570H,1,16,27,N,N
RKJ00D29HZ5DL,1,14,24,N,N
R1LDMDZTSJC574,1,12,22,N,Y
R2Z4IQ4K8122YY,3,23,37,N,N
R1B3QFHPROZ39U,1,18,29,N,N
R3PI08YGBFZJ8F,1,11,22,N,N
R2LP44YENDJNPY,1,12,21,N,Y
R33VM2ST1E64KT,1,17,29,N,N
R3HW3U0URKPVE0,1,157,232,N,Y
R22EDKYXQ4KUUH,4,30,35,N,Y
R188MBZ7UIQWXG,1,15,26,N,Y
R2VEVRMSYOPZKY,1,23,37,N,N
R2FVI8WGCK6LS,4,18,31,N,Y
RQBARY6XKETS8,5,17,31,N,N
R24ZZO7DRUZH1I,1,14,28,N,Y
R3AW0YI77LN6C,4,92,134,N,N
RKC4TJ1ZLGMAG,1,30,47,N,N
R3L755X3SDATNI,1,16,26,N,N
R8DI6FD7PAIIL,2,22,35,N,N
RSWDBBJW36KMF,1,13,22,N,N
R41BOS97JFYOA,1,68,102,N,Y
R29ZT7BSW74VGG,1,13,25,N,Y
R3N71C7FXTU810,1,53,79,N,Y
R1CZSK6AOLDIDX,1,18,29,N,N
R22O1YL6HD7ADS,1,17,27,N,N
R5GQYX8UG8DRX,1,34,53,N,N
R3AL9UEQT7DPTN,1,43,68,N,Y
R3NEGP4GO6B1EP,1,16,26,N,N
R1WL4YOCXXRKMT,1,33,54,N,N
R17SJETTWKQ7RU,1,16,26,N,N
R1LV036FK5B9XV,1,18,31,N,Y
R20BK9U8JJKZ89,1,17,28,N,N
R3MNKDHYVV1JL1,1,44,69,N,N
R39YWNHLAPJUSB,1,14,24,N,N
R3EFNBVZYYUE47,1,36,58,N,N
R2HTRG6BUF90Q1,1,19,31,N,Y
R54QLK609765I,1,12,21,N,N
R2WIGCLMF7CGRP,5,19,35,N,N
R27T16ADYPKV6W,1,21,34,N,N
R184IO0QUN247Z,1,12,21,N,N
RO42DZ5GFS58L,1,53,78,N,Y
R2BZ8WWIYXALK,4,88,132,N,Y
RKOCX3KDQT9N4,1,14,23,N,N
R2BBQX8CLAWE1O,1,30,47,N,N
R2BI994XH8NATC,1,12,22,N,N
RH1MCIK9U4P6J,1,29,46,N,N
R1917Q8R4P1JKP,1,12,21,N,Y
R2M75QQFZAM03R,1,11,21,N,N
R2ASL6VLB6ZDDZ,1,14,24,N,N
R2Z1VOQX4PVV5V,1,25,40,N,Y
R12UJTXB9RAIC0,1,35,55,N,Y
R1RMWX225ZCPPF,1,42,66,N,N
R1X345A3IQY2BK,1,16,27,N,N
R37KM2403DJM8U,2,24,33,N,N
R1NJ84271KLC72,1,11,21,N,N
R245VA73XR4XBX,4,19,32,N,N
RPEJLLI9D0KOY,1,13,23,N,N
R9I6W00HAED96,1,16,27,N,Y
R3IF7OWKZP4E1F,1,22,36,N,N
R1ABZ3JJZXCR3T,1,15,27,N,N
R14EDB5K0TEIA,1,13,23,N,N
R1PJF9GB6YH2D2,1,14,25,N,Y
R1M103YWOWJFKJ,1,41,65,N,N
R2980OE00HIMWH,5,70,83,N,N
R301G7Z6TYUNNZ,1,36,58,N,N
RUIOS2XF320KY,1,16,30,N,N
R21Q4RHJG80WI1,1,23,38,N,N
R3VD0AD4NDOH9M,1,13,22,N,N
R3R32DLOX5SOB9,1,20,34,N,N
RNVW83U3LN7QK,1,38,62,N,N
R2NKTR84RBZ6P,1,33,53,N,N
RGVV9KUT42B6,1,15,28,N,N
R2K5ZYU10AKHZW,1,27,43,N,N
R1X042HNAB9MIK,1,20,33,N,N
RX6HJUJ5KTIOQ,4,487,709,N,Y
R1QCWJWYTBL8F8,1,33,52,N,Y
R3TLU6FQLQAGUR,1,17,27,N,N
R338S1E6CEDJ0N,1,35,57,N,N
R1L4ZH8J2KXKKB,1,13,22,N,N
R2IZPYUFUYG6Q5,1,26,43,N,N
R15PAOT6WIJKOH,1,32,53,N,N
R1AMWJZR9CZJBY,1,14,25,N,Y
R1NTHOZ3V4IDDI,1,24,38,N,Y
R2HNN9XMIDVN6A,1,55,87,N,N
R18ZPH5IPBNBVD,1,73,108,N,Y
R26HFK0QXRXXS5,1,43,69,N,N
R3SPVUY653JXU7,1,19,31,N,N
R28QVM5HTYXTHP,1,11,21,N,N
R2VR8QPI5XG11T,1,19,33,N,N
R1UTLTRLZY4GX9,1,23,38,N,Y
R2U585XR2GWWEB,1,13,22,N,N
R1RZGA5SDGR3JD,1,17,30,N,N
R3PZIMQ9JAZFKA,1,17,28,N,N
R2V3QHA7ABHJVG,1,18,31,N,Y
R2NL7Q8VV2X482,1,16,27,N,N
R3DYZFIJZAXA1V,2,36,51,N,N
R1RONF7W45ZRWX,1,14,27,N,N
R22MPDEG3WHEAA,1,17,30,N,N
RB1DYJDIY2DIC,2,352,467,N,N
RIR84HGGNLCVO,1,27,29,N,N
R232N2MA5GUN88,1,15,29,N,N
R2XVPX7F233FPF,1,11,22,N,N
R39I7F8HMSXE5Z,1,12,24,N,N
R2TV1D3PPHO614,1,16,30,N,N
R1FSC6VYTGLQ40,1,14,25,N,N
R34XMJKQS6B026,1,12,22,N,N
R2RJZ0TH7GQSL4,1,19,33,N,N
R16IFD0PWGKJEX,1,25,41,N,N
R1RTMJ0JDS02Q8,1,14,27,N,N
R39WO9EC3L2PO4,4,42,82,N,N
RAXTB8SH2ICTX,1,23,39,N,N
R9VLHSQV1OMAW,2,68,102,N,N
R3DZCN658S0B9P,1,14,25,N,N
R1F6I1MMFB7FOL,1,25,42,N,N
RPZSJQWZ5416Y,1,20,34,N,N
RF4YTGSZP6MG0,3,240,345,N,N
R2NATBJ585B83N,5,20,38,N,N
R17B48PIQ06KO0,1,16,29,N,N
R1QIK6AR1E7RJ6,1,23,37,N,N
RLHA8D1XXOZ8S,1,36,58,N,N
R14EY77J4W2V2A,1,12,21,N,N
R32W0S88QP96L1,1,13,25,N,N
R23Y2KDP1KK9FT,1,14,27,N,N
R2RLY46ZGAZ6VN,1,12,23,N,N
R35OTWLDTEYIJE,1,17,32,N,N
R250DPOWSM8C9X,1,36,58,N,N
R7WPO5DTDHR1U,1,12,22,N,Y
RNLDC8JB4OBOX,1,13,24,N,N
R1J878FFMIH0KW,1,14,25,N,N
R19FIZTSNB5M79,1,30,34,N,N
R3UXAPAAA6S7LF,1,19,32,N,N
R1WYY1MN8FO1Y1,1,13,24,N,N
R1WDKH3CO57NKF,1,12,24,N,N
R1IO5EYYHQGLNB,1,28,42,N,N
RLM8WH7KJ3M4R,1,22,42,N,N
R1VDH04KLPUWQI,1,12,23,N,N
R29U7FO24WIQ07,1,29,48,N,N
R1NVCL0XTE0S1N,1,24,39,N,N
R2RM9UJ3SBAU0L,1,13,24,N,N
R2JOWOGZ7O2COV,1,13,24,N,N
R2XLQP7GXP6ZIA,1,28,45,N,N
R1YP6XQOXUB0ET,1,12,24,N,N
R35G2C5GRY1IPF,1,12,22,N,N
R1LDPEL06LAYH0,1,12,22,N,N
R2F15F9PFDLO0F,3,14,24,N,N
R1O9JC7N6VNT75,1,18,32,N,N
R2PZ5EH9IG1318,1,16,27,N,N
R2EH690I5OP2TR,1,15,28,N,N
R25PLZPXXP1Q8W,3,11,22,N,N
R2L5YESUL4HOSZ,1,12,22,N,N
R1B8Q4WQZ5ZVTT,1,12,23,N,Y
R3K3U2UM7VLUUK,5,77,89,N,Y
R1KZUOHNF3SXMD,1,23,43,N,N
R1LZDC9WWWBH7T,1,12,22,N,N
R3B8A8L3ZCSITT,1,11,22,N,N
RWVCSR9LHZ0G5,1,39,76,N,N
R4TDZLSFRWT9L,1,28,46,N,N
R2XBEU7CQVDM05,1,16,27,N,N
R33EW7C51SBLA6,1,12,21,N,N
R3HMRREE4LVFMH,1,19,34,N,N
R1WB97MD6SS17N,1,18,35,N,N
R1KOFGJMQV953N,1,17,32,N,N
R2H2HDLXG8VCQ,1,13,24,N,N
R3UOA172284YBO,4,23,41,N,N
R3FH33DM8Q3P3Z,1,16,30,N,N
R2LKMTJPD0M8D9,1,18,34,N,N
RKFQFJI3RLO1D,1,19,34,N,N
R1O1EJMZV8NWG6,1,13,25,N,N
RMRYYLWUL6UWH,1,18,32,N,N
RH616VUEI4CX6,1,25,48,N,N
R1L2DJ22KTKCZ0,1,45,59,N,Y
R2TVSAYD19TQMQ,2,17,29,N,N
R2FEMJVZYDD56N,1,28,54,N,N
